Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20230714,HB,HIGHWAY BRIDGES,HB 1174,"RECON BRIDGE AT WEST 38TH STREET/ AMTRAK 30TH STREET BRANCH, MANHATTAN",C,2024,"52,998",0,0,0
20230714,HB,HIGHWAY BRIDGES,HB 1203,"RECONSTRUCT ROOSEVELT AVENUE BRIDGE OVER VAN WYCK EXPRESSWAY, QUEENS",C,2024,0,"5,461,667",0,0
20230714,HB,HIGHWAY BRIDGES,HB 1205,"RECONSTRUCT 5TH AVENUE BRIDGE OVER LIRR AND SEA BEACH, BROOKLYN",P,2024,"3,468,000",0,0,0
20230714,HB,HIGHWAY BRIDGES,HB 1208,"RECON FOSTER AVE,  BMT SUBWAY ,BROOKLYN.",C,2024,0,0,"3,000,000","23,168,000"
20230714,HB,HIGHWAY BRIDGES,HB 1221,RECONSTRUCTION OF E. 25TH ST PEDESTRIAN BRIDGE OVER FDR,C,2024,0,0,"9,975,998",0
20230714,HB,HIGHWAY BRIDGES,HB 2934,"RAMP TO NORTHBOUND HENRY HUDSON PARKWAY OVER AMTRAK, MANHATTAN",C,2024,"342,000",0,0,0
20230714,HB,HIGHWAY BRIDGES,HB 4146,"WEST TREMONT AVENUE BRIDGE OVER METRO NORTH RAIL ROAD, THE BRONX",F,2024,"12,011,000",0,0,0
20230714,HB,HIGHWAY BRIDGES,HB 4174,"EAST 175TH STREET BRIDGE OVER METRO NORTH RAIL ROAD, THE BRONX",P,2024,383,0,0,0
20230714,HB,HIGHWAY BRIDGES,HB 4310,"BEVERLY ROAD OVER THE BMT SUBWAY IN BRIGHTON, BROOKLYN",C,2024,0,"5,037,411","38,452,000",0
20230714,HB,HIGHWAY BRIDGES,HB 4982,"ARTHUR KILL ROAD BRIDGE OVER ARTHUR KILL STREAM, STATEN ISLAND",C,2024,0,0,"2,559,000","7,350,000"
20230714,HB,HIGHWAY BRIDGES,HB 6672,"EAST 174TH STREET BRIDGE OVER THE SHERIDAN EXPRESSWAY, THE BRONX",C,2024,0,"11,518,000","120,763,000",0
20230714,HD,HOUSING & DEVELOPMENT,HD 0001,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM,C,2024,"58,442,277","63,853,000","64,109,000","50,803,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0004,VERY LOW-INCOME AND EXTREMELY LOW-INCOME HOUSING,C,2024,"207,011,998","103,572,000","138,782,000",0
20230714,HD,HOUSING & DEVELOPMENT,HD 0005,MULTIFAMILY PRESERVATION LOAN PROGRAM,C,2024,"12,041,888","14,588,000","15,040,000","15,506,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0007,HPD GREEN PROGRAM,C,2024,"72,543,455","36,260,000","38,000,000","39,635,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0009,ARTICLE 7A FOR ANTI-ABANDONMENT,C,2024,"3,456,893","5,743,000","5,921,000","6,105,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0010,LOW INCOME HOUSING TAX CREDIT (LIHTC) PROJECTS,C,2024,"339,318,379","87,419,000","103,824,000","48,205,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0090,COMPUTER PURCHASES AND UPGRADE,C,2024,"17,769,363","36,445,000","27,321,000","24,621,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0092,HOUSING INFRASTRUCTURE FUND - HPD,C,2024,"53,999,998",0,"5,483,000","68,156,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0094,RECONSTRUCTION OF H.P.D. OFFICE SPACE,C,2024,"17,611,096","1,620,000","1,670,000","1,722,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0107,ARTICLE 8A LOAN PROGRAM,C,2024,"1,165,639","48,088,000","50,087,000","68,429,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0109,SUPPORTIVE HOUSING REHAB,C,2024,"170,000",0,"12,663,545","14,907,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0110,"PARTICIPATION LOAN PROGRAM (PLP), REHAB",C,2024,"70,742,537","196,843,000","175,787,000","226,022,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0130,SENIOR CITIZEN HOME ASSISTANCE PROGRAM (SEHAP) & SMALL HOMES REHAB,C,2024,0,0,0,"3,356,513"
20230714,HD,HOUSING & DEVELOPMENT,HD 0157,ASSOCIATED COSTS - OTHER SITES,C,2024,0,0,"9,012,432","10,797,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0161,"SPRING CREEK, ASSOC. COSTS, BROOKLYN",C,2024,0,"2,788,983",0,"6,787,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0200,"THIRD PARTY TRANSFER PROGRAMS, LL #37, CITYWIDE",C,2024,"43,422,908","35,410,000","50,882,000","50,397,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0201,"ASSISTED LIVING AND SENIOR HOUSING, CITYWIDE",C,2024,0,0,0,"2,131,744"
20230714,HD,HOUSING & DEVELOPMENT,HD 0201,"ASSISTED LIVING AND SENIOR HOUSING, CITYWIDE",F,2024,"66,897,221","40,000,000","40,000,000","40,000,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0206,"NYCHA PROGRAM, CITYWIDE",C,2024,0,"301,916,000","544,841,000",0
20230714,HD,HOUSING & DEVELOPMENT,HD 0207,"HUD MULTI-FAMILY PROGRAM, CITYWIDE",C,2024,0,0,0,"18,252,932"
20230714,HD,HOUSING & DEVELOPMENT,HD 0212,LOW INCOME RENTAL PROGRAM,C,2024,"326,275,895","359,756,000","193,940,000","407,812,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0213,MIXED INCOME RENTAL - LOW,C,2024,"330,886,195","77,256,000","137,025,000","134,918,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0214,MIXED INCOME RENTAL - MOD/MID,C,2024,"25,701,851","13,138,000","13,769,000","13,295,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0215,MULTIFAMILY HOMEOWNERSHIP PROGRAM,C,2024,"102,344,441","11,493,000","17,016,000","54,811,000"
20230714,HD,HOUSING & DEVELOPMENT,HD 0222,SUPPORTIVE HOUSING,C,2024,"56,001,443","322,149,000","170,300,000","322,664,000"
20230714,HD,HOUSING & DEVELOPMENT,HD D020,"CITY COUNCIL FUNDING FOR HOUSING PROGRAMS, BROOKLYN",C,2024,"6,795,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD D021,"CITY COUNCIL FUNDING FOR HOUSING PROGRAMS, MANHATTAN",C,2024,"8,839,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD D022,"CITY COUNCIL FUNDING FOR HOUSING PROGRAMS, QUEENS",C,2024,"5,580,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD D024,"CITY COUNCIL FUNDING FOR HOUSING PROGRAMS, THE BRONX",C,2024,"15,950,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD K020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, BROOKLYN",C,2024,"9,600,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD K117,"CONS, RECON, IMPRV, SITE WK TO RESIDENTIAL & COMMERCIAL PROP, BROOKLYN",C,2024,"2,934,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD M020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, MANHATTAN",C,2024,"3,500,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD M169,"CONS,RECO,IMPRV,SITE WK TO RESIDENTIAL & COMMERCIAL PROP, MANHATTAN",C,2024,"2,438,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD Q002,"CONS,RECON,IMPRV, SITE WK TO RESIDENTIAL & COMMERCIAL PROP, QUEENS",C,2024,"1,000,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD Q020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, QUEENS",C,2024,"2,750,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD X020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, THE BRONX",C,2024,"3,000,000",0,0,0
20230714,HD,HOUSING & DEVELOPMENT,HD X051,"CONS, RECON, IMPRV, SITE WK TO RESIDENTIAL & COMMER PROP,  THE BRONX",C,2024,"700,000",0,0,0
20230714,HH,HOMELESS SERVICES,HH 0105,PURCHASE OF EQUIPMENT FOR USE BY THE DEPARTMENT OF HOMELESS SERVICES,C,2024,0,0,"573,659","1,845,000"
20230714,HH,HOMELESS SERVICES,HH 0112,CONGREGATE FACILITIES FOR HOMELESS SINGLE ADULTS,C,2024,0,"29,965,269","56,999,000","98,360,000"
20230714,HH,HOMELESS SERVICES,HH 0115,CONGREGATE FACILITIES FOR HOMELESS FAMILIES,C,2024,0,"7,566,754","10,778,000","23,956,000"
20230714,HH,HOMELESS SERVICES,HH XN04Y,Volunteers of America - Greater New York,C,2024,"504,000",0,0,0
20230714,HL,HEALTH,HL 0082,"IMPROVEMENTS TO HEALTH FACILITIES, CITYWIDE",C,2024,"93,106,962",0,"29,688,000","17,952,000"
20230714,HL,HEALTH,HL 0082,"IMPROVEMENTS TO HEALTH FACILITIES, CITYWIDE",S,2024,0,0,"87,221","1,353,000"
20230714,HL,HEALTH,HL 0083,"IMPROVEMENTS TO MEDICAL EXAMINER FACILITIES, CITYWIDE",C,2024,"32,826,584","38,989,000","1,451,000","4,956,000"
20230714,HL,HEALTH,HL DN01D,"HASC DIAGNOSTIC AND TREATMENT CENTER, INC.",C,2024,"819,000",0,0,0
20230714,HL,HEALTH,HL DN03O,"PREMIUM HEALTH, INC.",C,2024,"600,000",0,0,0
20230714,HL,HEALTH,HL DN04B,NEW YORK COMMUNITY HOSPITAL,C,2024,"350,000",0,0,0
20230714,HL,HEALTH,HL DN050,BETH ISRAEL MEDICAL CENTER,C,2024,"381,000",0,0,0
20230714,HL,HEALTH,HL DN168,THE BROOKDALE HOSPITAL MEDICAL CENTER,C,2024,"210,000",0,0,0
20230714,HL,HEALTH,HL DN202,JAMAICA HOSPITAL MEDICAL CENTER,C,2024,"2,400,000",0,0,0
20230714,HL,HEALTH,HL DN254,MAIMONIDES MEDICAL CENTER,C,2024,"315,000",0,0,0
20230714,HL,HEALTH,HL DN273,MOUNT SINAI HOSPITAL,C,2024,"75,000",0,0,0
20230714,HL,HEALTH,HL DN301,NEW YORK FOUNDLING HOSPITAL,C,2024,"400,000",0,0,0
20230714,HL,HEALTH,HL DN363,ST. BARNABAS HOSPITAL,C,2024,"549,000",0,0,0
20230714,HL,HEALTH,HL DN367,ST. MARY'S HEALTHCARE SYSTEM FOR CHILDREN,C,2024,"68,000",0,0,0
20230714,HL,HEALTH,HL DN404,STATEN ISLAND UNIVERSITY HOSPITAL,C,2024,"1,230,000",0,0,0
20230714,HL,HEALTH,HL DN456,WYCKOFF HEIGHTS MEDICAL CENTER,C,2024,"2,000,000",0,0,0
20230714,HL,HEALTH,HL DN530,"AIDS SERVICE CENTER OF LOWER MANHATTAN, INC.",C,2024,"225,000",0,0,0
20230714,HL,HEALTH,HL DN623,LONG ISLAND JEWISH MEDICAL CENTER - NORTHWELL HEALTH,C,2024,"3,000,000",0,0,0
20230714,HL,HEALTH,HL DN647,CYPRESS HILLS LOCAL DEVELOPMENT CORP. (LDC),C,2024,"51,000",0,0,0
20230714,HL,HEALTH,HL DN762,"UNION COMMUNITY HEALTH CENTER, INC.",C,2024,"130,000",0,0,0
20230714,HL,HEALTH,HL DN808,HATZOLOH INCORPORATED D/B/A CHEVRA HATZALAH,C,2024,"1,185,000",0,0,0
20230714,HL,HEALTH,HL DN810,HOSP. FOR SPECIAL SURGERY/NY SOCIETY FOR RELIEF OF RUPTURED & CRIPPLED,C,2024,"822,000",0,0,0
20230714,HL,HEALTH,HL DN823,START TREATMENT & RECOVERY CENTERS,C,2024,"140,000",0,0,0
20230714,HL,HEALTH,HL DN908,WOMEN'S LEAGUE COMMUNITY RESIDENCES,C,2024,"147,000",0,0,0
20230714,HL,HEALTH,HL DN916,THE FLOATING HOSPITAL,C,2024,"77,000",0,0,0
20230714,HL,HEALTH,HL KN168,THE BROOKDALE HOSPITAL MEDICAL CENTER,C,2024,"1,045,000",0,0,0
20230714,HL,HEALTH,HL KN808,HATZOLOH INCORPORATED D/B/A CHEVRA HATZALAH,C,2024,"575,000",0,0,0
20230714,HL,HEALTH,HL KN823,START TREATMENT & RECOVERY CENTERS,C,2024,"240,000",0,0,0
20230714,HL,HEALTH,HL MN808,HATZOLOH INCORPORATED D/B/A CHEVRA HATZALAH,C,2024,"250,000",0,0,0
20230714,HL,HEALTH,HL QN202,JAMAICA HOSPITAL MEDICAL CENTER,C,2024,"3,000,000",0,0,0
20230714,HL,HEALTH,HL QN273,MOUNT SINAI HOSPITAL,C,2024,"500,000",0,0,0
20230714,HL,HEALTH,HL QN561,COMMUNITY HEALTHCARE NETWORK INC.,C,2024,"250,000",0,0,0
20230714,HL,HEALTH,HL QN565,FLUSHING HOSPITAL,C,2024,"757,000",0,0,0
20230714,HL,HEALTH,HL QN623,LONG ISLAND JEWISH MEDICAL CENTER - NORTHWELL HEALTH,C,2024,"1,000,000",0,0,0
20230714,HL,HEALTH,HL QN916,THE FLOATING HOSPITAL,C,2024,"153,000",0,0,0
20230714,HL,HEALTH,HL RN346,RICHMOND UNIVERSITY MEDICAL CENTER,C,2024,"1,500,000",0,0,0
20230714,HL,HEALTH,HL RN404,STATEN ISLAND UNIVERSITY HOSPITAL,C,2024,"2,433,000",0,0,0
20230714,HL,HEALTH,HL XN267,MONTEFIORE HOSPITAL,C,2024,"800,000",0,0,0
20230714,HL,HEALTH,HL XN269,MORRIS HEIGHTS HEALTH CENTER,C,2024,"750,000",0,0,0
20230714,HL,HEALTH,HL XN395,ST. BARNABAS HOSPITAL,C,2024,"400,000",0,0,0
20230714,HL,HEALTH,HL XN735,"UNION COMMUNITY HEALTH CENTER, INC.",C,2024,"160,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN 0206,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, CITYWIDE",C,2024,0,"50,323,578","7,942,000","9,805,000"
20230714,HN,HIGHER EDUCATION,HN 0300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, CITYWIDE",C,2024,0,"11,668,873","86,955,000","193,133,000"
20230714,HN,HIGHER EDUCATION,HN D002,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, CITYWIDE",C,2024,"3,350,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN D300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, CITYWIDE",C,2024,"24,910,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN K002,"PURCHASE/INSTALL COMPUTER EQUIPMENT/SYSTEMS, SENIOR COLLEGES, BROOKLYN",C,2024,"500,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN K250,"KINGSBOROUGH COMMUNITY COLLEGE, BROOKLYN",C,2024,"3,000,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN M005,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, MANHATTAN",C,2024,"200,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN M300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, MANHATTAN",C,2024,"835,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN Q001,QUEENSBOROUGH COMMUNITY COLLEGE,C,2024,"400,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN Q004,"COMMUNITY COLLEGES' IMPROVEMENTS, QUEENS",C,2024,"1,000,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN Q300,"CONSTRUCTION, IMPROVEMENTS TO CUNY SENIOR COLLEGES AND LAW SCHOOLS, QN",C,2024,"1,750,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN R300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS,  STATEN IS",C,2024,"500,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN X002,"COMMUNITY COLLEGES IMPROVEMENTS, BRONX",C,2024,"2,000,000",0,0,0
20230714,HN,HIGHER EDUCATION,HN X300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, THE BRONX",C,2024,"1,000,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO 0214,"HOSPITALS, IMPROVEMENTS",C,2024,"278,110,425","266,930,000","121,030,000","125,229,000"
20230714,HO,HEALTH & HOSPITALS CORP.,HO 0214,"HOSPITALS, IMPROVEMENTS",F,2024,0,0,"51,011,827","255,724,000"
20230714,HO,HEALTH & HOSPITALS CORP.,HO 0341,"CORRECTIONAL HEALTH SERVICES, IMPROVEMENTS",C,2024,"74,931,766","190,815,000","83,120,000",0
20230714,HO,HEALTH & HOSPITALS CORP.,HO 0410,"EMERGENCY MEDICAL SERVICES, EQUIPMENT",C,2024,"51,445,986","6,016,000","38,339,000","68,652,000"
20230714,HO,HEALTH & HOSPITALS CORP.,HO D003,"HOSPITALS, CITYWIDE",C,2024,"59,602,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO K001,"HOSPITALS, IMPROVEMENTS, BROOKLYN",C,2024,"1,000,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO K005,"PURCHASE OF EQUIPMENT HHC, BROOKLYN",C,2024,"1,600,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO M001,"HOSPITALS, IMPROVEMENTS, MANHATTAN",C,2024,"1,025,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO M002,"PURCHASE OF EQUIPMENT HHC, MANHATTAN",C,2024,"704,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO Q003,QUEENS HOSPITAL MEDICAL EQUIPMENT,C,2024,"350,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO Q214,"RECONSTRUCTION, INTERIORS, QUEENS",C,2024,"4,850,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO Q378,ELMHURST HOSPITAL CENTER,C,2024,"3,000,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO R001,"HOSPITALS, IMPROVEMENTS, STATEN ISLAND",C,2024,"400,000",0,0,0
20230714,HO,HEALTH & HOSPITALS CORP.,HO X002,"PURCHASE OF EQUIPMENT FOR HHC, THE BRONX",C,2024,"6,225,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,C,2024,"5,861,585","51,824,000","22,307,000","14,651,000"
20230714,HR,HUMAN RESOURCES,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,F,2024,"4,654,670","14,002,000","8,228,000","4,334,000"
20230714,HR,HUMAN RESOURCES,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,S,2024,"5,069,790","8,074,000","4,403,000","2,167,000"
20230714,HR,HUMAN RESOURCES,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,C,2024,"27,000","192,000","243,000","246,000"
20230714,HR,HUMAN RESOURCES,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,F,2024,0,"62,783","163,000","166,000"
20230714,HR,HUMAN RESOURCES,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,S,2024,0,0,0,"86,863"
20230714,HR,HUMAN RESOURCES,HR 0110,COMMUNICATION SYSTEM DEVELOPMENT,S,2024,"5,938,292","133,000",0,"275,000"
20230714,HR,HUMAN RESOURCES,HR 0120,COMPUTER EQUIPMENT,C,2024,0,0,"6,461,377","22,378,000"
20230714,HR,HUMAN RESOURCES,HR 0120,COMPUTER EQUIPMENT,F,2024,0,0,"7,251,610","4,122,000"
20230714,HR,HUMAN RESOURCES,HR 0120,COMPUTER EQUIPMENT,S,2024,0,"4,109,931","5,606,000","2,930,000"
20230714,HR,HUMAN RESOURCES,HR DN05D,"NEW YORK IMMIGRATION COALITION, INC.",C,2024,"4,500,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR DN05F,"NYC FIRST, INC.",C,2024,"63,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR DN05J,LIFE OF HOPE CENTER (LOHC),C,2024,"1,400,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR DN153,FEDERATION OF ITALIAN AMERICAN ORGANIZATIONS,C,2024,"725,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR DN917,"ALI FORNAY CENTER, INC.",C,2024,"432,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR KN04J,"CHILDREN OF PROMISE, NYC",C,2024,"292,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR KN04T,"BROWNSVILLE PARTNERSHIP, INC.",C,2024,"313,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR KN04U,THE NEW YORK FOUNDLING,C,2024,"400,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR KN05J,LIFE OF HOPE CENTER (LOHC),C,2024,"3,000,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR KN153,FEDERATION OF ITALIAN AMERICAN ORGANIZATIONS,C,2024,"500,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR MN05D,"NEW YORK IMMIGRATION COALITION, INC.",C,2024,"500,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR MN05F,"NYC FIRST, INC.",C,2024,"187,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR MN929,NEW YORK COMMON PANTRY,C,2024,"75,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR QN05G,URBAN JUSTICE CENTER,C,2024,"79,000",0,0,0
20230714,HR,HUMAN RESOURCES,HR XN929,NEW YORK COMMON PANTRY,C,2024,"239,000",0,0,0
20230714,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",C,2024,0,0,"18,354,792","385,251,000"
20230714,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",P,2024,0,0,0,"5,997"
20230714,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",C,2024,0,"43,905,021","202,034,000","137,858,000"
20230714,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",F,2024,0,"12,092,800",0,"1,800,000"
20230714,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",S,2024,0,"12,579,074","18,077,000",0
20230714,HW,HIGHWAYS,HW 0001M,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",C,2024,"100,000","28,866,651","33,008,000","62,704,000"
20230714,HW,HIGHWAYS,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",C,2024,"8,969,570","199,760,000","68,921,000","177,041,000"
20230714,HW,HIGHWAYS,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",C,2024,0,0,"53,130,699","48,466,000"
20230714,HW,HIGHWAYS,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",S,2024,0,0,"704,397",0
20230714,HW,HIGHWAYS,HW 0001X,"HIGHWAY REPAVING, BRONX",C,2024,"24,360,019","77,677,000","18,303,000","56,148,000"
20230714,HW,HIGHWAYS,HW 0001X,"HIGHWAY REPAVING, BRONX",S,2024,0,"84,999",0,0
20230714,HW,HIGHWAYS,HW 0002K,"RESURFACING OF STREETS, BROOKLYN",C,2024,"4,726,900","11,100,000",0,0
20230714,HW,HIGHWAYS,HW 0002M,"RESURFACING OF STREETS, MANHATTAN",C,2024,0,0,"24,837,312","89,386,000"
20230714,HW,HIGHWAYS,HW 0002Q,"RESURFACING OF STREETS, QUEENS",C,2024,"15,080,664","10,570,000",0,0
20230714,HW,HIGHWAYS,HW 0002R,"RESURFACING OF STREETS, STATEN ISLAND",C,2024,"14,854,472","8,240,000",0,0
20230714,HW,HIGHWAYS,HW 0002X,"RESURFACING OF STREETS, THE BRONX",C,2024,"6,316,270","7,399,000",0,0
20230714,HW,HIGHWAYS,HW 0003,IMPROVEMENTS TO HIGHWAY DEPARTMENT FACILITIES,C,2024,0,"18,295,560","172,168,000","183,013,000"
20230714,HW,HIGHWAYS,HW 0061,LAND ACQUISITION FOR STREETS & SEWERS,C,2024,0,0,0,"13,766,762"
20230714,HW,HIGHWAYS,HW 0061,LAND ACQUISITION FOR STREETS & SEWERS,P,2024,0,0,0,"3,000"
20230714,HW,HIGHWAYS,HW 0121,"GRADE AND PAVE SOUTH JAMAICA AREA, ETC.",C,2024,"655,000","27,800,000",0,0
20230714,HW,HIGHWAYS,HW 0200,SIDEWALK CONSTRUCTION,C,2024,0,"231,834,546","450,931,000","570,560,000"
20230714,HW,HIGHWAYS,HW 0200,SIDEWALK CONSTRUCTION,P,2024,0,0,0,"11,968,662"
20230714,HW,HIGHWAYS,HW 0211,REHABILITATION OF STEP STREETS,C,2024,0,"6,786,019","421,000","12,171,000"
20230714,HW,HIGHWAYS,HW 0274,"GRADE, PAVE, ETC. BROOKVILLE BOULEVARD, ETC.",C,2024,0,"710,238",0,0
20230714,HW,HIGHWAYS,HW 0348,"ENGR., ARCH., ADMIN. COSTS FOR HIGHWAY OPERATIONS CAPITAL PROJECTS",C,2024,0,0,0,"14,408,357"
20230714,HW,HIGHWAYS,HW 0349,REPAVING & RESURFACING STREETS- INHOUSE FORCES,C,2024,"101,166,819","235,875,000","242,960,000","252,844,000"
20230714,HW,HIGHWAYS,HW 0349,REPAVING & RESURFACING STREETS- INHOUSE FORCES,S,2024,"50,000,000",0,0,0
20230714,HW,HIGHWAYS,HW 0662,"RECON. STS. WITHIN AREA BOUNDED BY SO. CONDUIT AVE., ETC., QUEENS",C,2024,0,0,"4,350,000",0
20230714,HW,HIGHWAYS,HW 0876,"RECONSTRUCTION OF WYCKOFF AVENUE, BROOKLYN",C,2024,0,0,"13,600,213",0
20230714,HW,HIGHWAYS,HW 0919,"RECONSTRUCTION OF BLOOMINGDALE ROAD, STATEN ISLAND",C,2024,"144,998",0,0,0
20230714,HW,HIGHWAYS,HW 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",P,2024,"102,641,685","725,000","29,941,000","5,485,000"
20230714,HW,HIGHWAYS,HW 0988,"HAZARD ELIMINATION PROGRAM, CITY WIDE",C,2024,"17,268,788","8,414,000","10,131,000","2,095,000"
20230714,HW,HIGHWAYS,HW 0988,"HAZARD ELIMINATION PROGRAM, CITY WIDE",F,2024,"16,657,290",0,"37,000","683,000"
20230714,HW,HIGHWAYS,HW 0CH1,"CHIPS FUNDS FOR HIGHWAY PROJECTS, CITYWIDE",S,2024,"7,883,000",0,0,0
20230714,HW,HIGHWAYS,HW 0CH2,"PAVE-NY FUNDS FOR HIGHWAY PROJECTS, CITYWIDE",S,2024,"60,000,000",0,0,0
